ticker,cik,company_name,ipo_date,sector,industry,sec_sect,sec_ind,state_incorp
PRTY,1592058,Party City Holdco Inc.,2015,Consumer Services,Other Specialty Stores, RETAIL,MISCELLANEOUS RETAIL,DE
PRU,1137774,PRUDENTIAL FINANCIAL INC,2001,Finance,Life Insurance, LIFE INSURANCE, LIFE INSURANCE,NJ
PRVB,1695357,Provention Bio  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
PS,1725579,Pluralsight  Inc.,2018,Technology,Computer Software: Programming  Data Processing, SERVICES,COMPUTER PROGRAMMING_ DATA PROCESSING_ ETC.,DE
PSA,1393311,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
PSB,866368,PS BUSINESS PARKS INC/CA,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,CA
PSDO,1631825,Presidio  Inc.,2017,Technology,Retail: Computer Software & Peripheral Equipment, WHOLESALE,COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE,DE
PSMT,1041803,PRICESMART INC,n/a,Consumer Services,Department/Specialty Retail Stores, RETAIL,VARIETY STORES,DE
PSTG,1474432,Pure Storage  Inc.,2015,Technology,Electronic Components, COMPUTER STORAGE DEVICES, COMPUTER STORAGE DEVICES,DE
PSX,1534701,Phillips 66,n/a,Energy,Integrated oil Companies, PETROLEUM REFINING, PETROLEUM REFINING,DE
PTC,857005,PTC INC.,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,MA
PTCT,1070081,PTC THERAPEUTICS  INC.,2013,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
PTE,1076682,POLARITYTE  INC.,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
PTEN,889900,PATTERSON UTI ENERGY INC,1993,Energy,Oil & Gas Production, DRILLING OIL & GAS WELLS, DRILLING OIL & GAS WELLS,DE
PTGX,1377121,Protagonist Therapeutics  Inc,2016,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
PTI,1445283,PROTEOSTASIS THERAPEUTICS  INC.,2016,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
PTLA,1269021,PORTOLA PHARMACEUTICALS INC,2013,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
PTN,911216,PALATIN TECHNOLOGIES INC,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,NJ
PTSI,798287,PAM TRANSPORTATION SERVICES INC,1986,Transportation,Trucking Freight/Courier Services, TRUCKING (NO LOCAL), TRUCKING (NO LOCAL),DE
PTVCB,9346,Protective Insurance Corp,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,IN
PUB,1636286,People's Utah Bancorp,2015,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,X1
PUMP,1680247,ProPetro Holding Corp.,2017,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,TX
PVAC,77159,PENN VIRGINIA CORP,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,VA
PVBC,1635840,Provident Bancorp  Inc.,2015,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,MA
PVH,78239,PVH CORP. /DE/,n/a,Consumer Non-Durables,Apparel, MEN'S & BOYS' FURNISHINGS_ WORK CLOTHING_ AND ALLIED GARMENTS, MEN'S & BOYS' FURNISHINGS_ WORK CLOTHING_ AND ALLIED GARMENTS,DE
PVTL,1574135,Pivotal Software  Inc.,2018,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
PWOD,716605,PENNS WOODS BANCORP INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,PA
PWR,1050915,QUANTA SERVICES INC,n/a,Capital Goods,Engineering & Construction, ELECTRICAL WORK, ELECTRICAL WORK,DE
PXD,1038357,PIONEER NATURAL RESOURCES CO,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
PXLW,1040161,PIXELWORKS  INC,2000,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,OR
PYPL,1633917,PayPal Holdings  Inc.,n/a,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
PYX,939930,PYXUS INTERNATIONAL  INC.,n/a,Consumer Services,Farming/Seeds/Milling, WHOLESALE,FARM PRODUCT RAW MATERIALS,VA
PZG,1629210,Paramount Gold Nevada Corp.,2015,Basic Industries,Precious Metals, METAL MINING, METAL MINING,NV
PZN,1399249,Pzena Investment Management  Inc.,2007,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,DE
PZZA,901491,PAPA JOHNS INTERNATIONAL INC,1993,Consumer Services,Restaurants, RETAIL,EATING PLACES,DE
QADA,1036188,QAD INC,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
QBAK,758938,QUALSTAR CORP,2000,Technology,Electronic Components, MAGNETIC & OPTICAL RECORDING MEDIA, MAGNETIC & OPTICAL RECORDING MEDIA,CA
QCOM,804328,QUALCOMM INC/DE,1991,Technology,Radio And Television Broadcasting And Communications Equipment, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,DE
QCRH,906465,QCR HOLDINGS INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,DE
QDEL,353569,QUIDEL CORP /DE/,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,DE
QEP,1108827,QEP RESOURCES  INC.,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
QES,1704235,Quintana Energy Services Inc.,2018,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,DE
QHC,1650445,Quorum Health Corp,2016,Health Care,Hospital/Nursing Management, SERVICES,GENERAL MEDICAL & SURGICAL HOSPITALS_ NEC,DE
QLYS,1107843,QUALYS  INC.,2012,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
QNST,1117297,QUINSTREET  INC,2010,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,nan
QRHC,1442236,Quest Resource Holding Corp,n/a,Technology,Diversified Commercial Services, SERVICES,EQUIPMENT RENTAL & LEASING_ NEC,NV
QRTEA,1355096,Qurate Retail  Inc.,n/a,Consumer Services,Catalog/Specialty Distribution, RETAIL,ORDER HOUSES,nan
QRVO,1604778,Qorvo  Inc.,n/a,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
QTRX,1503274,Quanterix Corp,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments, LABORATORY ANALYTICAL INSTRUMENTS, LABORATORY ANALYTICAL INSTRUMENTS,DE
QTS,1577368,QTS Realty Trust  Inc.,2013,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,nan
QTWO,1410384,Q2 Holdings  Inc.,2014,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,nan
QUAD,1481792,Quad/Graphics  Inc.,n/a,Miscellaneous,Publishing, COMMERCIAL PRINTING, COMMERCIAL PRINTING,WI
QUIK,882508,QUICKLOGIC Corp,1999,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,CA
QUMU,892482,Qumu Corp,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,MN
QUOT,1115128,Quotient Technology Inc.,2014,Consumer Services,Advertising, SERVICES,ADVERTISING,DE
R,85961,RYDER SYSTEM INC,n/a,Consumer Services,Rental/Leasing Companies, SERVICES,AUTO RENTAL & LEASING (NO DRIVERS),FL
RAD,84129,RITE AID CORP,n/a,Health Care,Medical/Nursing Services, RETAIL,DRUG STORES AND PROPRIETARY STORES,DE
RAIL,1320854,FreightCar America  Inc.,2005,Capital Goods,Railroads, RAILROAD EQUIPMENT, RAILROAD EQUIPMENT,DE
RAMP,733269,LiveRamp Holdings  Inc.,2018,Technology,EDP Services, SERVICES,COMPUTER PROCESSING & DATA PREPARATION,DE
RARE,1515673,Ultragenyx Pharmaceutical Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RARX,1481512,Ra Pharmaceuticals  Inc.,2016,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RAVE,718332,RAVE RESTAURANT GROUP  INC.,n/a,Consumer Non-Durables,Food Distributors, WHOLESALE,GROCERIES & RELATED PRODUCTS,nan
RAVN,82166,RAVEN INDUSTRIES INC,n/a,Capital Goods,Specialty Chemicals, UNSUPPORTED PLASTICS FILM & SHEET, UNSUPPORTED PLASTICS FILM & SHEET,SD
RBB,1499422,RBB Bancorp,2017,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,CA
RBBN,1708055,Ribbon Communications Inc.,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,DE
RBC,82811,REGAL BELOIT CORP,n/a,Consumer Durables,Metal Fabrications, MOTORS & GENERATORS, MOTORS & GENERATORS,WI
RBCAA,921557,REPUBLIC BANCORP INC /KY/,1998,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,KY
RBCN,1410172,Rubicon Technology  Inc.,2007,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
RBKB,1751783,Rhinebeck Bancorp  Inc.,2019,Finance,Banks, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED,MD
RBNC,1606440,Reliant Bancorp  Inc.,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,TN
RC,1527590,Ready Capital Corp,2013,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
RCII,933036,RENT A CENTER INC DE,1995,Technology,Diversified Commercial Services, SERVICES,EQUIPMENT RENTAL & LEASING_ NEC,nan
RCKT,1281895,ROCKET PHARMACEUTICALS  INC.,2015,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RCKY,895456,ROCKY BRANDS  INC.,1993,Consumer Non-Durables,Shoe Manufacturing, FOOTWEAR_ (NO RUBBER), FOOTWEAR_ (NO RUBBER),OH
RCL,884887,ROYAL CARIBBEAN CRUISES LTD,1993,Consumer Services,Marine Transportation, WATER TRANSPORTATION, WATER TRANSPORTATION,nan
RCM,1472595,R1 RCM INC.,n/a,Consumer Services,Other Consumer Services, SERVICES,MANAGEMENT SERVICES,DE
RCMT,700841,RCM TECHNOLOGIES INC,n/a,Technology,Professional Services, SERVICES,HELP SUPPLY SERVICES,NV
RCUS,1724521,Arcus Biosciences  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RDFN,1382821,Redfin Corp,2017,Finance,Real Estate, REAL ESTATE AGENTS & MANAGERS (FOR OTHERS), REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),nan
RDI,716634,READING INTERNATIONAL INC,n/a,Consumer Services,Movies/Entertainment, SERVICES,MOTION PICTURE THEATERS,NV
RDN,890926,RADIAN GROUP INC,n/a,Finance,Property-Casualty Insurers, SURETY INSURANCE, SURETY INSURANCE,DE
RDNT,790526,RadNet  Inc.,n/a,Health Care,Medical Specialities, SERVICES,MEDICAL LABORATORIES,DE
RDUS,1428522,Radius Health  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RDVT,1720116,Red Violet  Inc.,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
RE,1095073,EVEREST RE GROUP LTD,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,D0
RECN,1084765,RESOURCES CONNECTION INC,2000,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
REED,1140215,REED'S  INC.,n/a,Consumer Non-Durables,Beverages (Production/Distribution), BOTTLED & CANNED SOFT DRINKS CARBONATED WATERS, BOTTLED & CANNED SOFT DRINKS CARBONATED WATERS,DE
REFR,793524,RESEARCH FRONTIERS INC,n/a,Miscellaneous,Multi-Sector Companies, PATENT OWNERS & LESSORS, PATENT OWNERS & LESSORS,DE
REG,910606,REGENCY CENTERS CORP,1993,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,FL
REGI,1463258,Renewable Energy Group  Inc.,2012,Basic Industries,Major Chemicals, INDUSTRIAL ORGANIC CHEMICALS, INDUSTRIAL ORGANIC CHEMICALS,DE
REGN,872589,REGENERON PHARMACEUTICALS INC,1991,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,NY
REI,1384195,RING ENERGY  INC.,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,NV
RELL,355948,RICHARDSON ELECTRONICS LTD/DE,1983,Technology,Electronic Components, WHOLESALE,ELECTRONIC PARTS & EQUIPMENT_ NEC,DE
REPH,1588972,Recro Pharma  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,PA
REPL,1737953,Replimune Group  Inc.,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),MA
RES,742278,RPC INC,n/a,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,nan
RESI,1555039,Front Yard Residential Corp,n/a,Finance,Real Estate, REAL ESTATE, REAL ESTATE,nan
RESN,1579910,Resonant Inc,2014,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
RETA,1358762,REATA PHARMACEUTICALS INC,2016,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
REV,887921,REVLON INC /DE/,1996,Consumer Non-Durables,Package Goods/Cosmetics, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS,DE
REVG,1687221,REV Group  Inc.,2017,Capital Goods,Auto Manufacturing, MOTOR VEHICLES & PASSENGER CAR BODIES, MOTOR VEHICLES & PASSENGER CAR BODIES,DE
REX,744187,REX AMERICAN RESOURCES Corp,n/a,Basic Industries,Major Chemicals, INDUSTRIAL ORGANIC CHEMICALS, INDUSTRIAL ORGANIC CHEMICALS,DE
REXR,1571283,Rexford Industrial Realty  Inc.,2013,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
REZI,1740332,RESIDEO TECHNOLOGIES  INC.,2018,Capital Goods,Wholesale Distributors, WHOLESALE,HARDWARE,DE
RF,1281761,REGIONS FINANCIAL CORP,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,DE
RFIL,740664,R F INDUSTRIES LTD,n/a,Capital Goods,Electrical Products, ELECTRONIC CONNECTORS, ELECTRONIC CONNECTORS,NV
RFL,1713863,Rafael Holdings  Inc.,2018,Finance,Real Estate, REAL ESTATE, REAL ESTATE,DE
RFP,1393066,Resolute Forest Products Inc.,n/a,Basic Industries,Paper, PAPER MILLS, PAPER MILLS,DE
RGA,898174,REINSURANCE GROUP OF AMERICA INC,n/a,Finance,Life Insurance, LIFE INSURANCE, LIFE INSURANCE,MO
RGCO,1069533,RGC RESOURCES INC,n/a,Public Utilities,Oil & Gas Production, NATURAL GAS TRANSMISSION & DISTRIBUTION, NATURAL GAS TRANSMISSION & DISTRIBUTION,VA
RGEN,730272,REPLIGEN CORP,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
RGLD,85535,ROYAL GOLD INC,n/a,Basic Industries,Precious Metals, MINERAL ROYALTY TRADERS, MINERAL ROYALTY TRADERS,DE
RGNX,1590877,REGENXBIO Inc.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),nan
RGR,95029,STURM RUGER & CO INC,n/a,Capital Goods,Ordnance And Accessories, ORDNANCE & ACCESSORIES_ (NO VEHICLES/GUIDED MISSILES), ORDNANCE & ACCESSORIES_ (NO VEHICLES/GUIDED MISSILES),DE
RGS,716643,REGIS CORP,1991,Consumer Services,Other Consumer Services, SERVICES,PERSONAL SERVICES,MN
RH,1528849,RH,2012,Consumer Services,Other Specialty Stores, RETAIL,FURNITURE STORES,DE
RHI,315213,HALF ROBERT INTERNATIONAL INC /DE/,n/a,Technology,Professional Services, SERVICES,HELP SUPPLY SERVICES,DE
RHP,1040829,Ryman Hospitality Properties  Inc.,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,DE
RIBT,1063537,RiceBran Technologies,n/a,Consumer Non-Durables,Packaged Foods, GRAIN MILL PRODUCTS, GRAIN MILL PRODUCTS,CA
RICK,935419,RCI HOSPITALITY HOLDINGS  INC.,1995,Consumer Services,Restaurants, RETAIL,EATING PLACES,TX
RIG,1451505,Transocean Ltd.,n/a,Energy,Oil & Gas Production, DRILLING OIL & GAS WELLS, DRILLING OIL & GAS WELLS,V8
RIGL,1034842,RIGEL PHARMACEUTICALS INC,2000,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
RILY,1464790,B. Riley Financial  Inc.,n/a,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
RIOT,1167419,Riot Blockchain  Inc.,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,NV
RJF,720005,RAYMOND JAMES FINANCIAL INC,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,FL
RKDA,1469443,Arcadia Biosciences  Inc.,2015,Basic Industries,Agricultural Chemicals, AGRICULTURE CHEMICALS, AGRICULTURE CHEMICALS,DE
RL,1037038,RALPH LAUREN CORP,1997,Consumer Non-Durables,Apparel, MEN'S & BOYS' FURNISHINGS_ WORK CLOTHING_ AND ALLIED GARMENTS, MEN'S & BOYS' FURNISHINGS_ WORK CLOTHING_ AND ALLIED GARMENTS,DE
RLGT,1171155,RADIANT LOGISTICS  INC,n/a,Transportation,Oil Refining/Marketing, ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO, ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,DE
RLGY,1398987,REALOGY HOLDINGS CORP.,2012,Finance,Real Estate, REAL ESTATE AGENTS & MANAGERS (FOR OTHERS), REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),DE
RLH,1052595,Red Lion Hotels CORP,n/a,Consumer Services,Hotels/Resorts, HOTELS & MOTELS, HOTELS & MOTELS,WA
RLI,84246,RLI CORP,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,DE
RLJ,1511337,RLJ Lodging Trust,2011,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
RM,1519401,Regional Management Corp.,2012,Finance,Finance: Consumer Services, PERSONAL CREDIT INSTITUTIONS, PERSONAL CREDIT INSTITUTIONS,DE
RMAX,1581091,RE/MAX Holdings  Inc.,2013,Finance,Real Estate, REAL ESTATE AGENTS & MANAGERS (FOR OTHERS), REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),CO
RMBL,1596961,RumbleON  Inc.,n/a,Technology,EDP Services, SERVICES,COMPUTER PROGRAMMING SERVICES,NV
RMBS,917273,RAMBUS INC,1997,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
RMCF,1616262,Rocky Mountain Chocolate Factory  Inc.,n/a,Consumer Non-Durables,Specialty Foods, SUGAR & CONFECTIONERY PRODUCTS, SUGAR & CONFECTIONERY PRODUCTS,DE
RMD,943819,RESMED INC,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
RMED,1716621,Ra Medical Systems  Inc.,2018,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,nan
RMNI,1635282,Rimini Street  Inc.,2015,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,nan
RMR,1644378,RMR GROUP INC.,n/a,Consumer Services,Professional Services, SERVICES,MANAGEMENT CONSULTING SERVICES,MD
RMTI,1041024,ROCKWELL MEDICAL  INC.,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,MI
RNDB,1667161,Randolph Bancorp  Inc.,2016,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MA
RNET,1162112,RigNet  Inc.,2010,Consumer Services,Telecommunications Equipment, COMMUNICATION SERVICES_ NEC, COMMUNICATION SERVICES_ NEC,DE
RNG,1384905,RingCentral  Inc.,2013,Technology,EDP Services, SERVICES,COMPUTER PROCESSING & DATA PREPARATION,nan
RNGR,1699039,Ranger Energy Services  Inc.,2017,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,TX
RNR,913144,RENAISSANCERE HOLDINGS LTD,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,D0
RNST,715072,RENASANT CORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MS
RNWK,1046327,REALNETWORKS INC,1997,Technology,EDP Services, SERVICES,COMPUTER PROGRAMMING SERVICES,WA
ROAD,1718227,Construction Partners  Inc.,2018,Basic Industries,Military/Government/Technical, HEAVY CONSTRUCTION OTHER THAN BUILDING CONST , CONTRACTORS,DE
ROCK,912562,GIBRALTAR INDUSTRIES  INC.,1993,Capital Goods,Steel/Iron Ore, STEEL WORKS_ BLAST FURNACES & ROLLING & FINISHING MILLS, STEEL WORKS_ BLAST FURNACES & ROLLING & FINISHING MILLS,DE
ROG,84748,ROGERS CORP,n/a,Basic Industries,Major Chemicals, PLASTICS_ MATERIALS_ SYNTH RESINS & NONVULCAN ELASTOMERS, PLASTICS_ MATERIALS_ SYNTH RESINS & NONVULCAN ELASTOMERS,MA
ROIC,1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
ROK,1024478,ROCKWELL AUTOMATION  INC,n/a,Capital Goods,Industrial Machinery/Components, MEASURING & CONTROLLING DEVICES_ NEC, MEASURING & CONTROLLING DEVICES_ NEC,DE
ROKU,1428439,ROKU  INC,2017,Consumer Services,Television Services, CABLE & OTHER PAY TELEVISION SERVICES, CABLE & OTHER PAY TELEVISION SERVICES,DE
ROL,84839,ROLLINS INC,n/a,Finance,Diversified Commercial Services, SERVICES,TO DWELLINGS & OTHER BUILDINGS,DE
ROLL,1324948,RBC Bearings INC,2005,Capital Goods,Metal Fabrications, BALL & ROLLER BEARINGS, BALL & ROLLER BEARINGS,nan
ROP,882835,ROPER TECHNOLOGIES INC,1992,Capital Goods,Industrial Machinery/Components, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL,DE
ROSE,1659122,Rosehill Resources Inc.,2016,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,NY
ROST,745732,ROSS STORES INC,1985,Consumer Services,Clothing/Shoe/Accessory Stores, RETAIL,FAMILY CLOTHING STORES,DE
ROX,1311538,Castle Brands Inc,2006,Consumer Non-Durables,Beverages (Production/Distribution), BEVERAGES, BEVERAGES,FL
RP,1286225,REALPAGE INC,2010,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
RPAI,1222840,RETAIL PROPERTIES OF AMERICA  INC.,2012,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
RPD,1560327,Rapid7  Inc.,2015,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
RPM,110621,RPM INTERNATIONAL INC/DE/,n/a,Basic Industries,Paints/Coatings, PAINTS_ VARNISHES_ LACQUERS_ ENAMELS & ALLIED PRODUCTS, PAINTS_ VARNISHES_ LACQUERS_ ENAMELS & ALLIED PRODUCTS,DE
RPT,842183,RPT Realty,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
